Customer_ID,Name,Age,Gender,City,Membership_Type,Tenure_Months,Total_Rides,Average_Ride_Cost,Days_Since_Last_Ride,Cancellation_Rate,Customer_Satisfaction_Score,Payment_Method,App_Usage_Hours_Per_Week,Churn_Status
RS100232,Adah Wali,32.0,Male,Nagpur,Regular,33,90,842.64,68,0.37,9.0,Cash,3.6,0
RS100233,Anya Bala,62.0,Male,Jaipur,Corporate,2,485,2089.5,11,0.04,8.0,UPI,4.7,0
RS100234,Raghav Bose,,Male,Jaipur,Regular,43,120,2485.17,121,0.31,5.0,Cash,6.8,0
RS100235,Jivin Dash,21.0,Other,Hyderabad,Gold,12,367,980.35,26,0.16,9.0,Wallet,23.9,0
RS100236,Vivaan Mane,54.0,Female,Chennai,Corporate,56,154,2394.04,77,0.75,9.0,Cash,21.1,1
RS100237,Saira Ahuja,18.0,Other,Bangalore,Regular,27,457,2402.79,167,0.06,7.0,Cash,27.3,0
RS100238,Aarush Ahluwalia,27.0,Male,Chennai,Corporate,14,61,209.47,64,0.61,2.0,Cash,30.9,1
RS100239,Jhanvi Chahal,58.0,Female,Pune,Corporate,22,311,1801.07,173,0.04,1.0,UPI,10.1,0
RS100240,Saanvi Bhagat,56.0,Male,Ahmedabad,Corporate,17,374,866.56,14,0.39,1.0,UPI,12.9,0
RS100241,Seher Iyer,30.0,Male,Ahmedabad,Corporate,25,244,572.3,56,0.7,4.0,Cash,30.2,1
RS100242,Mannat Kala,56.0,Female,Kolkata,Premium,31,232,393.87,159,0.08,3.0,Card,31.5,1
RS100243,Kiaan Sankar,64.0,Female,Kolkata,Gold,60,131,1139.28,57,0.62,,UPI,25.5,1
RS100244,Fateh Chakraborty,57.0,Female,Pune,Premium,48,220,522.27,159,0.35,5.0,Cash,27.3,0
RS100245,Vivaan Comar,64.0,Male,Nagpur,Gold,27,135,2072.03,43,0.0,2.0,Wallet,,0
RS100246,Khushi Trivedi,,Female,Pune,Premium,20,204,,128,0.59,6.0,Cash,2.8,1
RS100247,Aarush Bora,34.0,Female,Kolkata,Premium,33,550,1764.2,94,0.33,9.0,Wallet,31.7,0
RS100248,Sana Dey,34.0,Male,Nagpur,Gold,54,5,1349.81,170,0.65,1.0,UPI,25.8,1
RS100249,Diya Vig,53.0,Male,Delhi,Gold,24,574,836.77,176,0.18,8.0,UPI,19.2,0
RS100250,Dishani Sampath,32.0,Male,Nagpur,Regular,30,495,1291.25,106,0.68,4.0,Wallet,6.9,1
RS100251,Dhanuk Karpe,42.0,Female,Delhi,Gold,32,555,800.77,98,0.07,6.0,Card,22.8,1
RS100252,Jayan Mall,65.0,Female,Chennai,Corporate,3,301,918.24,58,0.54,9.0,UPI,31.3,1
RS100253,Renee Shankar,24.0,Male,Kolkata,Regular,47,76,770.52,114,0.4,4.0,Cash,18.9,1
RS100254,Riya Sen,,Female,Pune,Regular,5,394,623.11,154,0.58,8.0,Cash,7.7,1
RS100255,Manikya Singhal,69.0,Male,Nagpur,Corporate,62,582,2104.32,123,0.75,9.0,Cash,9.6,1
RS100256,Anika Grover,24.0,Female,Hyderabad,Corporate,30,472,1838.57,55,0.47,4.0,Wallet,14.3,1
RS100257,Uthkarsh Kade,20.0,Female,Delhi,Corporate,50,234,1693.74,156,0.65,9.0,UPI,29.7,0
RS100258,Hiran Loyal,22.0,Female,Chennai,Regular,1,572,1210.28,116,0.4,10.0,UPI,9.2,0
RS100259,Nirvaan Deep,41.0,Male,Bangalore,Corporate,3,553,2087.6,67,0.23,5.0,UPI,0.6,0
RS100260,Pari Atwal,61.0,Male,Ahmedabad,Gold,41,381,1515.26,32,0.2,3.0,Wallet,25.7,1
RS100261,Zain Bhatnagar,47.0,Other,Mumbai,Premium,13,324,55.95,140,0.42,4.0,UPI,29.2,1
RS100262,Taran Bains,35.0,Male,Pune,Regular,5,374,2010.18,79,0.06,3.0,Card,27.8,0
RS100263,Madhup Khanna,45.0,Female,Jaipur,Corporate,6,43,1522.38,9,0.23,10.0,Cash,10.4,0
RS100264,Indrans Salvi,36.0,Male,Delhi,Corporate,70,120,851.03,63,0.39,8.0,Cash,11.2,0
RS100265,Taran Anne,36.0,Male,Ahmedabad,Corporate,66,91,263.3,12,0.6,6.0,Card,,1
RS100266,Zara Bhat,43.0,Male,Jaipur,Gold,68,493,,151,0.23,2.0,UPI,8.8,0
RS100267,Farhan Sama,69.0,Male,Nagpur,Premium,65,193,2447.87,52,0.58,8.0,Card,0.1,1
RS100268,Nayantara Keer,44.0,Female,Bangalore,Gold,7,424,1800.95,156,0.14,4.0,Cash,1.4,0
RS100269,Gatik Vasa,63.0,Male,Kolkata,Premium,20,518,1449.08,113,0.19,1.0,Card,31.1,0
RS100270,Uthkarsh Behl,56.0,Male,Pune,Gold,16,587,86674.0,30,0.4,4.0,Wallet,23.7,0
RS100271,Hunar Mander,55.0,Female,Ahmedabad,Premium,54,87,765.3,15,0.33,6.0,UPI,11.5,0
RS100272,Ehsaan Roy,57.0,Male,Mumbai,Corporate,2,234,2023.84,87,0.27,9.0,Card,28.9,1
RS100273,Vidur Bakshi,61.0,Female,Mumbai,Gold,49,409,2102.02,74,0.47,1.0,UPI,18.0,1
RS100274,Vardaniya Sen,58.0,Male,Nagpur,Regular,66,487,1246.32,142,0.55,1.0,Wallet,4.2,0
RS100275,Alia Gara,45.0,Male,Bangalore,Gold,51,202,1540.35,14,0.25,8.0,Cash,12.5,0
RS100276,Oorja Ray,59.0,Female,Nagpur,Regular,9,21,1150.0,114,0.61,9.0,Cash,15.1,1
RS100277,Hunar Kakar,23.0,Female,Pune,Premium,4,330,1377.25,148,0.17,2.0,Cash,7.6,1
RS100278,Vedika Madan,28.0,Male,Kolkata,Gold,30,170,923.11,5,0.36,4.0,Cash,11.2,1
RS100279,Nehmat Shankar,68.0,Male,Chennai,Regular,37,51,1359.6,95,0.52,5.0,Cash,31.8,0
RS100280,Divit Srinivas,39.0,Male,Mumbai,Premium,71,423,81.99,124,0.41,2.0,Wallet,1.4,0
RS100281,Faiyaz Som,49.0,Male,Mumbai,Premium,36,208,,107,0.66,8.0,Card,13.3,1
RS100282,Alia Chowdhury,41.0,Female,Pune,Premium,52,359,,137,0.36,2.0,Cash,8.6,1
RS100283,Himmat Rastogi,27.0,Male,Nagpur,Gold,65,115,291.08,106,0.5,10.0,Card,0.9,1
RS100284,Anahi Halder,67.0,Male,Delhi,Corporate,34,422,1479.66,132,0.52,4.0,Cash,5.3,0
RS100285,Khushi Samra,39.0,Female,Jaipur,Corporate,31,390,1894.21,81,0.75,4.0,UPI,20.9,0
RS100286,Hunar Viswanathan,49.0,Male,Hyderabad,Corporate,28,593,76.01,72,0.45,1.0,UPI,,1
RS100287,Mannat Chanda,57.0,Female,Bangalore,Gold,11,589,759.21,87,0.08,4.0,Wallet,6.8,0
RS100288,Indrajit Raman,40.0,Female,Pune,Corporate,50,570,1043.43,22,0.4,3.0,Card,1.9,0
RS100289,Drishya Kumar,23.0,Female,Nagpur,Premium,39,414,,171,0.57,4.0,UPI,31.7,1
RS100290,Ivan Bandi,27.0,Male,Jaipur,Regular,56,486,1015.97,138,0.6,9.0,UPI,0.4,0
RS100291,Anvi Babu,67.0,Female,Chennai,Regular,53,288,1652.63,35,0.13,1.0,Wallet,3.1,0
RS100292,Anya Soman,46.0,Male,Nagpur,Regular,49,276,1224.68,0,0.75,9.0,Cash,6.2,0
RS100293,Saira Dave,60.0,Female,Jaipur,Corporate,3,265,1959.15,153,0.21,4.0,UPI,0.7,1
RS100294,Samar Chaudhuri,59.0,Female,Pune,Premium,70,35,1344.51,114,0.22,10.0,Cash,3.6,0
RS100295,Pranay Acharya,55.0,Male,Ahmedabad,Regular,13,209,956.32,19,0.1,7.0,Wallet,32.0,0
RS100296,Azad Mand,,Male,Ahmedabad,Premium,44,14,2343.7,53,0.66,1.0,Wallet,26.0,1
RS100297,Samaira Datta,57.0,Male,Nagpur,Gold,21,523,603.49,105,0.08,2.0,Wallet,13.1,1
RS100298,Jiya Chaudhary,,Female,Ahmedabad,Gold,11,442,594.61,146,0.65,2.0,Cash,12.9,1
RS100299,Dharmajan Ghosh,57.0,Female,Kolkata,Premium,11,588,2245.72,149,0.74,8.0,Card,,0
RS100300,Trisha Mani,69.0,Male,Chennai,Gold,60,389,84471.0,63,0.04,6.0,Wallet,9.5,0
RS100301,Yakshit Viswanathan,29.0,Female,Pune,Gold,52,401,168.38,113,0.42,3.0,Cash,19.8,1
RS100302,Saksham Viswanathan,49.0,Male,Bangalore,Regular,37,296,1008.6,35,0.66,4.0,Card,25.8,0
RS100303,Samaira Dhar,49.0,Male,Pune,Gold,61,427,1279.2,7,0.49,3.0,Cash,3.2,1
RS100304,Arnav Choudhry,47.0,Male,Pune,Corporate,47,365,1540.93,99,0.07,4.0,Card,0.3,1
RS100305,Nirvaan Dhaliwal,45.0,Female,Hyderabad,Corporate,58,22,748.62,30,0.39,6.0,Cash,25.9,0
RS100306,Tiya Chokshi,42.0,Female,Hyderabad,Regular,13,118,187.68,64,0.43,8.0,UPI,7.8,1
RS100307,Jhanvi Dani,33.0,Male,Delhi,Regular,36,338,198.27,29,0.53,7.0,Cash,10.0,0
RS100308,Mohanlal Vohra,49.0,Male,Nagpur,Corporate,6,415,437.91,49,0.79,2.0,Cash,19.2,0
RS100309,Shanaya Mani,20.0,Female,Pune,Premium,59,382,871.89,21,0.05,1.0,Cash,20.8,0
RS100310,Farhan Vig,58.0,Male,Kolkata,Premium,44,223,2210.63,155,0.65,8.0,UPI,33.1,0
RS100311,Aarush Mander,59.0,Female,Jaipur,Gold,63,512,2284.9,49,0.7,4.0,UPI,33.8,1
RS100312,Diya Balasubramanian,61.0,Male,Jaipur,Regular,9,414,1616.46,39,0.43,2.0,Wallet,24.7,0
RS100313,Misha Ravel,24.0,Female,Jaipur,Gold,33,381,1186.58,46,0.16,9.0,Card,34.9,0
RS100314,Mehul Tank,33.0,Male,Bangalore,Regular,71,214,2082.39,116,0.26,5.0,Cash,,0
RS100315,Ela Bumb,30.0,Other,Ahmedabad,Premium,58,198,2180.68,5,0.55,5.0,Card,8.7,0
RS100316,Onkar Sethi,33.0,Male,Chennai,Premium,35,550,2289.55,83,0.04,2.0,Wallet,17.7,1
RS100317,Shanaya Varkey,,Female,Nagpur,Premium,17,297,836.58,0,0.35,10.0,Wallet,34.4,0
RS100318,Prerak Malhotra,69.0,Other,Ahmedabad,Gold,34,14,1835.93,81,0.76,5.0,UPI,14.7,0
RS100319,Ehsaan Arya,30.0,Female,Nagpur,Gold,61,318,2132.21,81,0.61,10.0,Card,14.8,1
RS100320,Vedika Chowdhury,21.0,Female,Kolkata,Corporate,60,345,966.66,22,0.41,8.0,UPI,23.9,1
RS100321,Sana Borra,64.0,Female,Mumbai,Premium,66,428,246.74,59,0.07,2.0,UPI,29.8,1
RS100322,Sumer Seshadri,57.0,Male,Delhi,Premium,69,413,1044.29,155,0.01,5.0,UPI,6.7,0
RS100323,Veer Kar,53.0,Male,Chennai,Regular,19,188,1155.45,1,0.43,5.0,Wallet,3.0,0
RS100324,Manjari Sinha,35.0,Male,Bangalore,Gold,34,567,582.6,154,0.49,2.0,Card,3.7,1
RS100325,Ahana  Dutta,0.0,Male,Ahmedabad,Gold,54,111,2133.62,41,0.36,3.0,Wallet,25.9,0
RS100326,Keya Sarkar,45.0,Female,Hyderabad,Premium,52,166,306.25,65,0.32,7.0,UPI,8.9,0
RS100327,Sahil Kohli,54.0,Other,Delhi,Regular,27,97,1959.66,143,0.48,8.0,Card,10.9,0
RS100328,Shray Loke,36.0,Female,Mumbai,Gold,25,437,2474.16,150,0.6,10.0,Cash,21.1,1
RS100329,Gatik Mannan,66.0,Male,Pune,Premium,49,269,2337.09,63,0.2,1.0,UPI,27.6,1
RS100330,Kartik Sidhu,29.0,Male,Delhi,Corporate,30,131,2188.02,78,0.2,8.0,Card,30.2,1
RS100331,Abram Khalsa,59.0,Female,Ahmedabad,Gold,52,307,469.17,4,0.56,2.0,Card,,0
RS100332,Indranil Saraf,46.0,Female,Delhi,Corporate,56,131,273.44,103,0.21,4.0,Card,33.8,1
RS100333,Romil Chaudhari,35.0,Male,Pune,Premium,40,497,1970.29,64,0.17,7.0,Wallet,11.5,1
RS100334,Trisha Kapoor,58.0,Female,Mumbai,Corporate,12,226,2277.13,174,0.6,9.0,Cash,19.6,0
RS100335,Adira Raju,39.0,Male,Ahmedabad,Gold,24,435,2457.74,122,0.59,8.0,Wallet,17.6,0
RS100336,Bhavin Barman,60.0,Male,Nagpur,Corporate,5,282,225.47,1,0.52,4.0,Card,34.3,1
RS100337,Kiaan Vasa,55.0,Male,Delhi,Corporate,12,426,1495.82,124,0.42,9.0,Card,15.0,0
RS100338,Vritika Varma,24.0,Female,Hyderabad,Regular,50,584,1294.43,154,0.53,,Wallet,16.4,1
RS100339,Biju Arora,27.0,Other,Chennai,Gold,27,21,1875.19,89,0.1,,Wallet,16.8,0
RS100340,Shalv Kapadia,54.0,Female,Delhi,Regular,4,25,367.14,34,0.74,,Wallet,10.5,0
RS100341,Damini Wali,53.0,male ,Jaipur,Corporate,37,242,1517.65,20,0.17,3.0,Cash,7.7,1
RS100342,Dhanuk Chandra,18.0,Female,Chennai,Premium,68,515,1305.74,158,0.2,4.0,Cash,16.1,0
RS100343,Ivan Jha,21.0,Male,Chennai,Gold,59,40,1811.13,120,0.79,8.0,UPI,7.3,1
RS100344,Nishith Krish,25.0,Male,Mumbai,Regular,26,108,1611.4,21,0.76,2.0,Cash,21.4,1
RS100345,Hrishita Handa,54.0,Female,Hyderabad,Premium,22,77,2458.27,15,0.58,10.0,Wallet,4.1,0
RS100346,Reyansh Ravel,62.0,Male,Chennai,Regular,38,105,1964.78,139,0.13,5.0,UPI,25.4,0
RS100347,Saksham Chatterjee,28.0,Male,Mumbai,Premium,26,222,337.18,120,0.15,10.0,Card,29.9,0
RS100348,Kashvi Kala,67.0,Male,Nagpur,Premium,3,71,1281.8,145,0.75,3.0,Cash,33.7,1
RS100349,Divit Raja,47.0,Female,Ahmedabad,Regular,59,285,540.27,5,0.5,8.0,Cash,1.0,1
RS100350,Aaryahi Sheth,54.0,Male,Bangalore,Premium,65,578,275.04,150,0.27,10.0,UPI,11.6,0
RS100351,Kismat Jaggi,62.0,Male,Mumbai,Corporate,45,485,1204.26,93,0.73,5.0,Cash,26.9,1
RS100352,Aarav Singh,34.0,Female,Mumbai,Corporate,21,485,1270.44,109,0.1,5.0,Wallet,24.4,0
RS100353,Eshani Sangha,48.0,Male,Ahmedabad,Gold,53,546,1407.91,81,0.28,3.0,UPI,17.8,1
RS100354,Aarav Dutt,45.0,Female,Hyderabad,Gold,49,121,2146.25,146,0.27,10.0,Wallet,11.1,1
RS100355,Advika Tripathi,65.0,Female,Bangalore,Gold,19,288,120.88,173,0.38,7.0,Wallet,1.4,1
RS100356,Rati Chakraborty,34.0,Female,Ahmedabad,Corporate,65,340,1187.1,169,0.68,1.0,Wallet,15.0,1
RS100357,Ela Kant,18.0,Male,Mumbai,Gold,16,134,1894.49,97,0.46,2.0,UPI,14.6,0
RS100358,Aradhya Contractor,60.0,Male,Bangalore,Corporate,67,501,843.93,127,0.51,4.0,UPI,21.8,1
RS100359,Jayan Majumdar,65.0,Male,Hyderabad,Regular,39,232,619.58,175,0.58,9.0,Cash,10.1,1
RS100360,Devansh Arya,63.0,Female,Jaipur,Corporate,35,455,2027.35,154,0.78,3.0,Card,4.0,1
RS100361,Divyansh Chander,,Male,Mumbai,Corporate,63,262,2449.99,115,0.72,10.0,Wallet,19.4,1
RS100362,Prerak Bedi,38.0,Male,Bangalore,Premium,10,108,1808.47,135,0.27,8.0,UPI,31.6,0
RS100363,Vidur Sundaram,59.0,Male,Delhi,Regular,67,91,1668.28,71,0.11,3.0,Card,25.1,1
RS100364,Tanya Luthra,46.0,Male,Hyderabad,Regular,69,561,1005.84,154,0.12,9.0,Card,31.5,0
RS100365,Neysa Bains,40.0,Male,Bangalore,Regular,66,212,55259.0,154,0.69,2.0,Card,9.6,1
RS100366,Hrishita Kota,25.0,Female,Bangalore,Regular,57,17,784.34,76,0.43,10.0,Card,21.5,0
RS100367,Misha Khurana,21.0,Male,Pune,Premium,16,586,2322.49,82,0.24,4.0,UPI,6.1,1
RS100368,Misha Gade,37.0,Male,Ahmedabad,Regular,35,253,2422.11,23,0.46,1.0,UPI,29.3,1
RS100369,Tarini Sheth,150.0,Female,Mumbai,Corporate,26,64,517.17,101,0.4,4.0,UPI,7.5,1
RS100370,Ela Bath,30.0,Male,Jaipur,Corporate,3,519,1404.62,114,0.53,8.0,Wallet,29.8,1
RS100371,Tejas Sundaram,48.0,Female,Chennai,Corporate,18,40,284.78,38,0.34,3.0,Card,9.9,0
RS100372,Kaira Buch,58.0,Female,Kolkata,Premium,28,248,1918.4,46,0.18,7.0,Wallet,29.5,0
RS100373,Nirvi Zachariah,31.0,Male,Bangalore,Premium,19,88,530.99,2,0.18,2.0,UPI,33.4,0
RS100374,Ryan Rajagopal,46.0,Female,Mumbai,Gold,67,465,1653.56,168,0.03,3.0,Cash,15.7,0
RS100375,Ela Saraf,46.0,Female,Mumbai,Regular,67,109,2308.17,87,0.16,7.0,Wallet,16.9,0
RS100376,Ryan Gill,64.0,Male,Nagpur,Regular,57,35,35610.0,54,0.7,5.0,Wallet,15.5,0
RS100377,Sana Sarin,41.0,Male,Jaipur,Regular,19,418,377.81,76,0.78,2.0,Cash,,1
RS100378,Eshani De,31.0,Male,Delhi,Premium,32,241,1427.39,84,0.56,2.0,Wallet,4.6,1
RS100379,Stuvan Ganesan,62.0,Male,Bangalore,Regular,69,460,2208.58,95,0.38,7.0,Wallet,21.9,1
RS100380,Ivan Thakkar,55.0,Female,Delhi,Gold,41,589,2318.72,138,0.33,8.0,Cash,15.8,0
RS100381,Shayak Khanna,31.0,Male,Bangalore,Corporate,48,61,417.78,23,0.74,1.0,Card,3.5,1
RS100382,Damini Chandran,29.0,unknown,Pune,Gold,32,84,,106,0.54,10.0,Wallet,8.6,0
RS100383,Badal Ghosh,36.0,Male,Ahmedabad,Premium,53,443,,61,0.15,3.0,Wallet,19.5,0
RS100384,Yuvraj  Desai,22.0,Female,Mumbai,Corporate,27,34,130.03,15,0.41,9.0,Wallet,28.9,1
RS100385,Kabir Suresh,21.0,Female,Jaipur,Corporate,23,195,1532.31,14,0.79,9.0,Wallet,24.3,1
RS100386,Romil Bobal,23.0,Female,Bangalore,Gold,2,72,2046.29,125,0.03,8.0,Card,20.5,0
RS100387,Tiya Sahni,27.0,Male,Kolkata,Gold,60,39,2326.81,33,0.52,5.0,Card,33.4,0
RS100388,Hansh Desai,18.0,Female,Nagpur,Corporate,51,556,966.95,125,0.73,6.0,Cash,16.5,0
RS100389,Eva Bansal,40.0,Female,Delhi,Premium,26,528,2376.1,119,0.65,4.0,Wallet,25.4,0
RS100390,Vedika Deol,40.0,Female,Kolkata,Premium,46,593,2295.56,96,0.64,3.0,Card,15.8,1
RS100391,Taran Krishna,25.0,Male,Kolkata,Corporate,48,287,1621.86,98,0.21,4.0,Card,21.0,0
RS100392,Myra Balay,52.0,Male,Delhi,Premium,5,425,275.06,63,0.46,4.0,Wallet,5.7,1
RS100393,Samiha Manda,32.0,Male,Kolkata,Regular,55,288,1531.32,165,0.18,4.0,Cash,4.5,1
RS100394,Tara Khalsa,33.0,Male,Nagpur,Gold,50,91,1649.89,146,0.65,7.0,UPI,26.8,0
RS100395,Dhruv Kothari,61.0,Male,Delhi,Gold,56,220,2146.82,119,0.56,6.0,UPI,19.3,1
RS100396,Arhaan Tailor,31.0,Male,Nagpur,Regular,34,23,,69,0.18,2.0,UPI,24.3,1
RS100397,Ishita D’Alia,21.0,Male,Pune,Gold,49,259,2215.55,90,0.59,9.0,Cash,0.8,0
RS100398,Divyansh Iyengar,36.0,Female,Nagpur,Premium,68,578,608.09,158,0.47,,Wallet,11.6,1
RS100399,Zain Goda,65.0,Female,Bangalore,Premium,21,290,,9,0.32,7.0,Card,,0
RS100400,Eshani Subramanian,50.0,Male,Bangalore,Premium,58,60,1916.17,26,0.54,2.0,Cash,20.9,0
RS100401,Devansh Behl,59.0,Female,Jaipur,Regular,39,60,821.49,109,0.55,5.0,UPI,15.4,1
RS100402,Adah Bhagat,19.0,Female,Ahmedabad,Corporate,5,305,560.69,2,0.21,6.0,Card,19.1,0
RS100403,Taimur Saraf,52.0,Male,Bangalore,Regular,5,207,,55,0.78,3.0,Wallet,14.3,1
RS100404,Sana Sidhu,55.0,Female,Hyderabad,Premium,36,129,393.62,27,0.19,4.0,Wallet,9.6,0
RS100405,Zain Kadakia,43.0,Female,Bangalore,Corporate,10,181,1314.23,131,0.28,9.0,Cash,13.3,0
RS100406,Ayesha Sekhon,19.0,Female,Pune,Regular,2,128,1562.7,73,0.55,8.0,Cash,,0
RS100407,Jhanvi Sethi,37.0,Male,Chennai,Premium,35,73,125.15,159,0.32,4.0,Card,32.4,0
RS100408,Nishith Balakrishnan,64.0,Female,Delhi,Gold,41,578,1684.75,154,0.02,2.0,UPI,,1
RS100409,Lavanya Yogi,25.0,Female,Delhi,Regular,33,224,1219.4,39,0.68,6.0,Wallet,7.6,0
RS100410,Indranil Shetty,33.0,Female,Bangalore,Regular,33,479,660.83,40,0.09,5.0,Cash,15.6,0
RS100411,Faiyaz Gole,44.0,Female,Kolkata,Premium,11,185,1396.29,143,0.62,6.0,Cash,5.5,1
RS100412,Renee Khurana,62.0,Female,Kolkata,Regular,53,47,668.67,5,0.68,10.0,UPI,14.1,0
RS100413,Miraan Boase,43.0,Male,Jaipur,Regular,13,35,1855.29,103,0.6,10.0,Wallet,23.1,0
RS100414,Tara Guha,,Female,Jaipur,Regular,22,238,441.53,161,0.65,9.0,Card,22.4,1
RS100415,Parinaaz Hayre,30.0,Female,Mumbai,Regular,34,68,2050.68,31,0.04,8.0,Wallet,29.2,0
RS100416,Yakshit Rajagopalan,,Female,Hyderabad,Gold,62,474,854.29,102,0.62,5.0,UPI,24.7,1
RS100417,Hridaan Manda,47.0,Male,Mumbai,Corporate,5,103,943.18,85,0.61,8.0,UPI,,0
RS100418,Anaya Ganguly,39.0,male ,Kolkata,Gold,67,343,390.67,51,0.65,7.0,Wallet,17.7,1
RS100419,Diya Bhalla,22.0,Female,Ahmedabad,Corporate,21,529,839.25,162,0.64,6.0,UPI,32.7,1
RS100420,Ela Wali,19.0,Female,Delhi,Premium,43,125,2013.26,164,0.73,1.0,Wallet,6.6,1
RS100421,Abram Edwin,32.0,Male,Pune,Corporate,68,18,304.79,164,0.53,3.0,Wallet,33.3,1
RS100422,Hunar Master,68.0,Female,Ahmedabad,Gold,33,244,2209.88,94,0.14,8.0,Cash,16.4,0
RS100423,Indrajit Cheema,25.0,Male,Delhi,Corporate,34,187,226.87,64,0.31,4.0,Cash,5.6,1
RS100424,Hiran Bhardwaj,35.0,Female,Nagpur,Corporate,11,547,667.35,39,0.57,4.0,Card,19.7,1
RS100425,Krish Sane,59.0,Male,Jaipur,Corporate,35,488,711.51,115,0.22,2.0,Wallet,29.8,1
RS100426,Vanya Karan,,Male,Kolkata,Regular,29,40,2062.13,161,0.3,9.0,Cash,9.7,1
RS100427,Rati Bhavsar,42.0,Female,Pune,Corporate,36,70,2398.05,25,0.5,7.0,Cash,,0
RS100428,Tarini Kalita,25.0,Male,Nagpur,Corporate,10,234,2102.95,66,0.7,4.0,Card,16.6,1
RS100429,Mannat Setty,47.0,Female,Ahmedabad,Regular,4,168,594.99,115,0.22,1.0,UPI,17.0,1
RS100430,Navya Dora,35.0,Female,Mumbai,Gold,46,3,2203.88,6,0.65,3.0,Card,14.4,1
RS100431,Jayesh Dash,60.0,Female,Delhi,Regular,70,570,593.48,80,0.76,3.0,Wallet,,1
RS100432,Sahil Sangha,68.0,Male,Delhi,Regular,54,205,469.24,7,0.58,8.0,Wallet,26.5,1
RS100433,Ela Tailor,41.0,Male,Pune,Premium,46,254,1552.84,114,0.63,8.0,Card,20.0,0
RS100434,Vanya Kant,20.0,Female,Delhi,Premium,32,412,2150.7,76,0.27,4.0,Cash,29.1,1
RS100435,Keya Vasa,51.0,Male,Kolkata,Gold,36,433,2003.57,76,0.11,3.0,Cash,2.1,1
RS100436,Pari Soman,45.0,Female,Jaipur,Gold,27,283,1139.04,43,0.29,7.0,UPI,7.4,0
RS100437,Advika Borra,54.0,Male,Delhi,Corporate,36,327,72.35,166,0.04,2.0,UPI,16.2,0
RS100438,Veer Mani,46.0,Male,Mumbai,Premium,38,178,1776.29,30,0.68,9.0,Card,19.2,1
RS100439,Madhav Barad,49.0,Male,Delhi,Premium,61,100,2470.21,82,0.39,6.0,Cash,12.6,1
RS100440,Samarth Ram,26.0,Female,Ahmedabad,Corporate,17,326,975.89,48,0.66,4.0,UPI,13.8,1
RS100441,Rania Magar,62.0,Male,Kolkata,Corporate,3,24,1514.2,171,0.4,5.0,Wallet,6.0,1
RS100442,Yasmin Ramachandran,60.0,Male,Kolkata,Premium,62,300,1850.39,171,0.22,7.0,Cash,26.6,1
RS100443,Heer Bal,32.0,Female,Kolkata,Gold,50,335,2391.29,72,0.12,7.0,Cash,34.1,0
RS100444,Rhea Devan,31.0,Female,Pune,Corporate,38,444,600.86,16,0.57,4.0,Card,9.0,1
RS100445,Aaina Dhaliwal,42.0,Male,Delhi,Regular,33,285,2008.12,29,0.74,9.0,Card,10.2,1
RS100446,Myra Shukla,65.0,Male,Mumbai,Premium,49,386,,40,0.04,,Cash,0.2,0
RS100447,Miraan Solanki,52.0,Male,Pune,Gold,67,40,,68,0.15,8.0,Cash,26.6,1
RS100448,Tiya Talwar,61.0,Male,Delhi,Gold,45,351,525.57,127,0.58,5.0,Card,14.1,1
RS100449,Gokul Suri,68.0,Female,Delhi,Regular,2,595,1847.92,38,0.66,4.0,UPI,26.7,0
RS100450,Mohanlal Divan,42.0,Female,Mumbai,Regular,40,156,857.61,149,0.06,5.0,UPI,0.6,0
RS100451,Aayush Dhar,-5.0,Female,Jaipur,Corporate,7,380,1280.44,159,0.79,1.0,Cash,13.2,1
RS100452,Dhanush Kadakia,52.0,Male,Pune,Corporate,10,123,59.56,146,0.57,3.0,Wallet,16.0,1
RS100453,Sahil Vala,35.0,Female,Nagpur,Gold,33,85,1995.9,63,0.04,6.0,Card,10.7,1
RS100454,Ishita Kothari,39.0,Male,Pune,Regular,10,80,2370.72,141,0.66,8.0,Cash,17.6,1
RS100455,12345,34.0,Female,Bangalore,Corporate,6,126,470.5,10,0.06,1.0,Card,0.9,1
RS100456,Mahika Hari,44.0,Male,Delhi,Regular,26,348,1059.23,175,0.49,8.0,Cash,16.3,0
RS100457,Samar Trivedi,68.0,Female,Bangalore,Corporate,21,222,1873.45,61,0.55,10.0,Wallet,17.0,0
RS100458,Rania Sodhi,49.0,Female,Hyderabad,Corporate,45,307,2044.49,103,0.24,5.0,Cash,21.4,1
RS100459,Zain Mani,52.0,Female,Delhi,Regular,62,301,882.9,54,0.02,4.0,Cash,32.7,1
RS100460,Zaina Mand,59.0,Male,Pune,Gold,46,195,1615.16,141,0.62,2.0,Wallet,8.6,1
RS100461,Umang Rajagopal,48.0,Male,Pune,Corporate,5,15,927.79,33,0.29,1.0,Wallet,,0
RS100462,Anya Vaidya,46.0,Male,Ahmedabad,Regular,53,486,1010.19,101,0.57,,Cash,15.1,0
RS100463,Jivika Bhatnagar,25.0,Female,Mumbai,Premium,38,321,2303.43,2,0.7,9.0,UPI,15.6,0
RS100464,Divyansh Dhawan,52.0,Female,Hyderabad,Regular,18,446,263.01,176,0.15,1.0,Wallet,13.2,1
RS100465,Jiya Kaul,47.0,Female,Kolkata,Corporate,19,450,1278.83,2,0.7,2.0,Cash,17.1,1
