Index,CustomerID,Name,Tenure,MonthlyCharges,TotalCharges,InternetService,DataUsage,CustomerSupportCalls,Complaints,AutoPay,LastRechargeDaysAgo,Churn
277.0,CUST100276,Neha Joshi,51,199.0,10292.83,Cellular,19.62,9,4,NO,112,No
278.0,CUST100277,Anjali Gupta,16,2499.0,40047.48,DSL,47.14,1,3,Yes,47,Yes
279.0,CUST100278,Sneha Patil,9,999.0,9163.13,DSL,12.65,7,4,Yes,27,No
280.0,CUST100279,Rahul Sharma,33,199.0,6521.54,Cellular,22.51,0,0,NO,59,No
281.0,CUST100280,Anjali Sharma,44,164.02,7311.85,Cellular,25.61,4,4,No,71,Yes
282.0,CUST100281,Vikas Sharma,42,399.0,16821.61,Cellular,40.11,2,  0 ,No,4,No
283.0,CUST100282,Neha Reddy,57,999.0,56927.78,Fiber,49.58,3,2, yes ,6,No
284.0,CUST100283,Sneha Naik,50,100000,34819.64,Cellular,4.92,5,1,NO,37,Yes
285.0,CUST100284,Sneha Yadav,7,699.0,5000.69,Cellular,31.23,1,1,No,66,Yes
286.0,CUST100285,Neha Sharma,67,399.0,26842.85,Cellular,32.2,9,1,No,9,No
287.0,CUST100286,Vikas Joshi,11,999.0,10978.73,DSL,5.7,4,3, yes ,97,Yes
288.0,CUST100287,Priya Verma,14,699.0,9630.32,Cellular,29.93,8,0, yes ,103,No
289.0,CUST100288,Rohit Joshi,21,699.0,14588.52,Cellular,46.42,2,0, yes ,119,No
290.0,CUST100289,Neha Singh,31,399.0,12295.77,DSL,43.96,8,1,NO,20,No
291.0,CUST100290,Kiran Gupta,20,746.84,15036.08,Fiber,27.89,6,3,No,95,Yes
292.0,CUST100291,Rahul Verma,21,399.0,8572.87,Fiber,46.87,1,1,No,28,No
293.0,CUST100292,Anjali Sharma,51,199.0,10276.11,Cellular,10.68,2,3,No,76,No
294.0,CUST100293,Priya Joshi,36,708.03,25492.42,Cellular,14.88,2,4, yes ,29,No
295.0,CUST100294,Anjali Joshi,24,699.0,16880.45,DSL,8.0,9,1,Yes,15,No
296.0,CUST100295,Pooja Verma,4,999.0,4148.58,Cellular,13.9,2,1, yes ,97,Yes
297.0,CUST100296,Vikas Sharma,9,1023.23,9335.12,Fiber,30.75,1,,Yes,111,No
298.0,CUST100297,Kiran Naik,35,199.0,6767.09,Cellular,38.05,5,3,No,80,Yes
299.0,CUST100298,Neha Gupta,33,424.87,14092.06,Fiber,37.81,6,2,Yes,100,Yes
300.0,CUST100299,Kiran Naik,3,699.0,2185.83,DSL,44.31,2,1, yes ,36,No
301.0,CUST100300,Sneha Joshi,53,2518.56,133284.97,Cellular,30.98,3,3,No,56,No
302.0,CUST100301,Priya Patil,16,207.82,3317.51,Fiber,32.12,7,4,NO,79,Yes
303.0,CUST100302,Rohit Patil,3,399.0,1018.12,DSL,24.33,1,2,NO,30,Yes
304.0,CUST100303,Priya Reddy,18,698.83,12409.76,Fiber,2.93,9,4, yes ,30,No
305.0,CUST100304,Vikas Verma,18,2493.02,44733.34,Cellular,16.41,6,0,No,17,No
306.0,CUST100305,Vikas Kumar,46,699.0,32353.34,DSL,46.66,0,0,No,69,No
307.0,CUST100306,Amit Patil,46,399.0,18201.33,Fiber,20.5,6,0,Yes,89,No
308.0,CUST100307,Kiran Joshi,60,199.0,12131.86,Cellular,8.26,0,4, yes ,69,No
309.0,CUST100308,Priya Patil,50,199.0,10126.27,Cellular,12.96,9,2, yes ,68,No
310.0,CUST100309,Rohit Verma,36,997.09,35869.31,Cellular,46.87,3,1,NO,3,Yes
311.0,CUST100310,Vikas Reddy,38,999.0,37960.58,Cellular,21.84,8,, yes ,69,Yes
312.0,CUST100311,Sneha Sharma,45,999.0,44999.09,Cellular,6.77,3,0, yes ,35,Yes
313.0,CUST100312,Priya Verma,23,954.71,21871.2,Fiber,13.09,2,3,NO,13,Yes
314.0,CUST100313,Sneha Patil,15,399.0,6088.76,DSL,22.49,5,3, yes ,72,No
315.0,CUST100314,Vikas Patil,55,2499.0,137263.6,Cellular,30.98,8,4,NO,67,No
316.0,CUST100315,Priya Verma,6,357.64,2040.55,Fiber,36.62,3,4, yes ,41,No
317.0,CUST100316,Neha Joshi,13,722.08,9579.56,Cellular,12.83,2,1,Yes,36,No
318.0,CUST100317,Anjali Gupta,18,179.87,3416.47,Fiber,48.37,8,0,No,49,No
319.0,CUST100318,Rahul Naik,70,199.0,14003.5,Cellular,27.26,7,4,No,60,No
320.0,CUST100319,Sneha Naik,57,2499.0,142460.02,Cellular,39.58,0,0,No,97,Yes
321.0,CUST100320,Amit Reddy,69,1033.69,71296.06,Fiber,7.05,5,0, yes ,65,Yes
322.0,CUST100321,Anjali Kumar,15,199.0,2949.71,Cellular,32.55,5,3, yes ,87,No
323.0,CUST100322,Priya Yadav,37,1029.64,38080.38,DSL,2.6,0,4,Yes,19,No
324.0,CUST100323,Rahul Joshi,67,999.0,67035.7,Fiber,25.97,7,4,NO,78,No
325.0,CUST100324,Anjali Reddy,13,2499.0,32382.52,Cellular,22.56,9,3,Yes,25,No
326.0,CUST100325,Anjali Sharma,65,999.0,64761.08,Fiber,23.2,7,3,No,96,No
327.0,CUST100326,Rohit Yadav,5,986.19,4911.63,Cellular,19.87,2,4, yes ,50,Yes
328.0,CUST100327,Rahul Naik,11,2499.0,27498.33,Fiber,14.36,8,3,Yes,100,No
329.0,CUST100328,Pooja Joshi,54,2499.0,135003.07,Cellular,9.79,7,1,Yes,41,No
330.0,CUST100329,Sneha Gupta,69,199.0,13848.3,Fiber,15.84,2,4,No,2,No
331.0,CUST100330,Rahul Verma,39,199.0,7763.82,Fiber,29.91,6,4, yes ,31,No
332.0,CUST100331,Sneha Sharma,3,399.0,1316.44,Cellular,48.39,2,0,Yes,11,No
333.0,CUST100332,Neha Naik,15,999.0,15180.37,DSL,24.27,4,4,NO,29,No
334.0,CUST100333,Sneha Verma,3,248.71,938.04,Fiber,32.81,4,0, yes ,2,No
335.0,CUST100334,Anjali Verma,24,699.0,16905.18,DSL,10.49,4,2,No,60,No
336.0,CUST100335,Priya Kumar,8,199.0,1719.63,Cellular,27.04,2,3,Yes,43,No
337.0,CUST100336,Sneha Naik,65,431.16,28009.11,Cellular,17.89,1,2,No,75,No
338.0,CUST100337,Amit Sharma,20,399.0,7825.18,Fiber,4.36,0,4,Yes,34,Yes
339.0,CUST100338,Sneha Gupta,40,422.97,16795.3,Cellular,30.69,6,0, yes ,68,No
340.0,CUST100339,Kiran Joshi,14,999.0,13887.59,Fiber,1.56,1,1,NO,98,No
341.0,CUST100340,Rohit Gupta,27,217.17,5730.44,Cellular,32.76,0,2,NO,3,No
342.0,CUST100341,Anjali Patil,46,2479.53,113943.44,Cellular,1.66,4,4,Yes,45,No
343.0,CUST100342,Pooja Singh,16,999.0,16090.43,Fiber,39.42,1,2, yes ,96,No
344.0,CUST100343,Rohit Gupta,22,399.0,8645.63,Fiber,,5,3,No,116,No
345.0,CUST100344,Kiran Kumar,34,2499.0,84931.1,Fiber,40.12,3,0,Yes,24,No
346.0,CUST100345,Rahul Naik,13,699.0,9254.23,DSL,14.0,8,2,No,109,No
347.0,CUST100346,Rahul Sharma,41,699.0,28738.73,Cellular,41.97,6,0, yes ,118,No
348.0,CUST100347,Priya Sharma,18,2499.0,45131.1,Fiber,5.63,5,4,No,60,Yes
349.0,CUST100348,Amit Gupta,29,999.0,28789.45,Fiber,28.36,3,0,NO,13,No
350.0,CUST100349,Vikas Patil,58,399.0,23234.1,Cellular,29.94,3,3, yes ,7,No
351.0,CUST100350,Vikas Gupta,40,399.0,16155.61,Cellular,31.31,0,3,No,34,Yes
352.0,CUST100351,Kiran Singh,49,706.33,34673.7,Fiber,12.62,4,2,No,43,Yes
353.0,CUST100352,Sneha Sharma,60,2499.0,149753.06,Cellular,43.43,1,0,NO,7,No
354.0,CUST100353,Priya Gupta,46,199.0,8986.88,DSL,45.53,8,2,Yes,25,Yes
355.0,CUST100354,Sneha Patil,21,100000,52521.84,Fiber,31.57,3,0, yes ,28,No
356.0,CUST100355,Neha Singh,54,199.0,10750.95,DSL,5.21,5,3,NO,44,No
357.0,CUST100356,Rohit Sharma,,399.0,25843.63,Fiber,23.64,8,0,No,71,No
358.0,CUST100357,Rohit Reddy,5,999.0,5151.59,Fiber,0.15,5,1,Yes,26,Yes
359.0,CUST100358,Anjali Joshi,64,694.05,44408.39,Cellular,31.13,2,4, yes ,83,Yes
360.0,CUST100359,Priya Kumar,12,2499.0,30002.8,Fiber,42.71,0,2,Yes,19,Yes
361.0,CUST100360,Amit Reddy,38,729.26,27740.7,Cellular,25.63,5,0, yes ,8,No
362.0,CUST100361,Vikas Reddy,48,2499.0,119998.83,Cellular,5.69,2,2,No,38,No
363.0,CUST100362,Anjali Joshi,38,2498.35,95018.2,Fiber,49.64,0,3, yes ,18,No
364.0,CUST100363,Rahul Singh,71,716.09,50745.66,Cellular,33.73,0,4,No,89,No
365.0,CUST100364,Amit Sharma,68,399.0,26932.63,Fiber,31.82,6,4,Yes,46,Yes
366.0,CUST100365,Pooja Kumar,46,2499.0,115102.64,Cellular,12.83,3,0, yes ,35,No
367.0,CUST100366,Neha Singh,18,199.0,3620.53,Fiber,27.48,0,0,NO,75,Yes
368.0,CUST100367,Vikas Kumar,14,423.99,5900.93,DSL,32.3,9,1,No,50,No
369.0,CUST100368,Neha Gupta,9,399.0,3591.86,Cellular,6.94,8,0,No,38,No
370.0,CUST100369,Priya Joshi,69,699.0,48079.22,DSL,45.12,5,2,Yes,15,No
371.0,CUST100370,Vikas Joshi,1,199.0,3.68,Cellular,21.1,2,2,NO,64,Yes
372.0,CUST100371,Amit Reddy,61,999.0,60962.46,Cellular,17.16,6,0, yes ,37,No
373.0,CUST100372,Amit Reddy,53,999.0,53087.74,Cellular,20.19,6,0,No,52,No
374.0,CUST100373,Rahul Reddy,29,993.64,28934.91,Cellular,41.12,8,2,No,47,  Yes 
375.0,CUST100374,Pooja Gupta,56,951.74,53254.63,DSL,26.29,1,3,No,36,No
376.0,CUST100375,Anjali Naik,36,999.0,36120.04,DSL,17.29,3,2,Yes,28,No
377.0,CUST100376,Sneha Joshi,17,2499.0,42537.76,Cellular,17.03,0,0, yes ,37,No
378.0,CUST100377,Priya Kumar,7,2499.0,17438.84,Cellular,10.89,5,0, yes ,30,No
379.0,CUST100378,Kiran Joshi,49,399.0,19545.24,Cellular,1.38,2,2,NO,44,No
380.0,CUST100379,Neha Patil,26,199.0,5057.55,Cellular,46.28,9,2,Yes,49,No
381.0,CUST100380,Sneha Naik,14,699.0,9781.14,Cellular,6.5,9,4,No,36,No
382.0,CUST100381,Vikas Reddy,34,237.84,8127.74,Cellular,41.34,0,4,Yes,76,No
383.0,CUST100382,Priya Kumar,16,2499.0,39938.2,Cellular,17.02,3,4, yes ,36,No
384.0,CUST100383,Amit Gupta,12,999.0,12004.68,Fiber,38.1,6,2,NO,2,No
385.0,CUST100384,Amit Joshi,31,399.0,12452.61,Fiber,8.86,4,3, yes ,20,No
386.0,CUST100385,Pooja Naik,67,183.73,12342.1,Cellular,6.96,2,4,Yes,110,No
387.0,CUST100386,Sneha Joshi,50,2499.0,125062.96,Cellular,36.73,1,0,Yes,23,No
388.0,CUST100387,Priya Patil,36,422.08,15054.07,Fiber,42.63,4,3, yes ,117,Yes
389.0,CUST100388,Amit Kumar,63,999.0,62974.21,DSL,29.96,5,4,No,46,No
390.0,CUST100389,Pooja Verma,20,723.59,14491.53,Cellular,2.89,7,3,Yes,40,No
391.0,CUST100390,Neha Joshi,11,999.0,11176.84,Fiber,47.46,9,3,No,107,No
392.0,CUST100391,Pooja Reddy,69,2507.87,172993.16,Cellular,14.29,0,2,Yes,74,No
393.0,CUST100392,Kiran Gupta,50,2538.45,126904.89,Cellular,22.17,3,4,Yes,34,Yes
394.0,CUST100393,Neha Naik,71,2499.0,177570.58,Cellular,21.96,0,0,NO,95,Yes
395.0,CUST100394,Anjali Sharma,62,199.0,12491.39,Cellular,22.42,6,1,No,95,No
396.0,CUST100395,Amit Naik,42,199.0,8506.82,Cellular,26.36,4,3,No,65,  No 
397.0,CUST100396,Anjali Singh,34,699.0,23650.28,Fiber,47.87,2,2,No,113,No
398.0,CUST100397,Priya Gupta,70,199.0,13730.93,Fiber,2.21,3,0,Yes,36,No
399.0,CUST100398,Kiran Verma,36,2449.57,88359.36,Cellular,41.1,8,0,No,35,No
400.0,CUST100399,Rohit Reddy,62,999.0,61773.44,Cellular,24.38,3,2, yes ,98,No
401.0,CUST100400,Pooja Gupta,13,399.0,5310.29,Cellular,47.38,1,4,No,60,Yes
402.0,CUST100401,Priya Gupta,15,199.0,3057.7,Cellular,5.65,1,1, yes ,15,No
403.0,CUST100402,Priya Patil,65,956.29,62120.0,Cellular,14.76,1,2,NO,7,No
404.0,CUST100403,Priya Kumar,54,999.0,54108.44,Cellular,16.07,4,0,NO,16,No
405.0,CUST100404,Pooja Sharma,52,199.0,10161.47,Cellular,10.73,2,0, yes ,24,Yes
406.0,CUST100405,Rohit Sharma,54,199.31,10742.48,Cellular,29.29,7,3,  NO ,19,No
407.0,CUST100406,Kiran Patil,13,2495.32,32333.02,Fiber,15.16,5,3, yes ,76,No
408.0,CUST100407,Rahul Naik,7,399.0,2701.56,DSL,24.83,1,1,Yes,119,No
409.0,CUST100408,Kiran Yadav,48,699.0,33479.03,Cellular,0.01,9,4, yes ,25,No
410.0,CUST100409,Rohit Gupta,37,438.57,16260.4,DSL,23.35,5,4,No,43,No
411.0,CUST100410,Kiran Joshi,28,999.0,28144.35,Fiber,41.34,2,0,NO,26,No
412.0,CUST100411,Sneha Joshi,67,2527.89,169525.38,Fiber,21.69,0,3,Yes,50,Yes
413.0,CUST100412,Pooja Patil,57,153.23,8759.96,Cellular,46.51,8,1,No,46,Yes
414.0,CUST100413,Priya Naik,20,999.0,20130.2,Fiber,9.14,7,3,Yes,10,No
415.0,CUST100414,Priya Yadav,46,399.0,18531.59,Cellular,13.45,3,2,No,82,
416.0,CUST100415,Pooja Naik,41,999.0,40800.92,DSL,24.93,6,3,Yes,40,No
417.0,CUST100416,Vikas Singh,17,2512.44,42819.79,Cellular,0.14,  6 ,0,NO,12,No
418.0,CUST100417,Priya Joshi,12,2499.0,29954.32,Cellular,35.98,8,0,   yes  ,37,No
419.0,CUST100418,Sneha Naik,55,399.0,22004.09,Cellular,39.81,6,4,No,108,No
420.0,CUST100419,Anjali Naik,7,2514.16,17694.56,Cellular,15.78,4,3,Yes,103,No
421.0,CUST100420,Pooja Joshi,64,2499.0,160092.09,Fiber,14.37,2,4,Yes,56,No
422.0,CUST100421,Anjali Yadav,53,999.0,52953.34,DSL,13.38,4,1,Yes,45,Yes
423.0,CUST100422,Kiran Kumar,23,999.0,23112.31,Fiber,35.47,9,2, yes ,24,No
424.0,CUST100423,Pooja Yadav,16,2499.0,40146.43,DSL,13.33,8,3, yes ,59,No
425.0,CUST100424,Pooja Kumar,64,180.19,11641.76,Fiber,38.65,7,3,Yes,57,No
426.0,CUST100425,Rahul Gupta,52,399.0,20578.55,Cellular,19.13,8,1, yes ,36,Yes
427.0,CUST100426,Kiran Singh,24,426.31,10238.62,Fiber,17.4,4,3, yes ,76,No
428.0,CUST100427,Priya Sharma,50,151.36,7727.42,Cellular,39.16,8,4, yes ,85,Yes
429.0,CUST100428,Anjali Joshi,66,2499.0,165018.05,Fiber,  46.87 ,1,3,No,76,No
430.0,CUST100429,Neha Verma,43,199.0,8380.14,Fiber,47.89,8,4,NO,55,No
431.0,CUST100430,Pooja Verma,49,2513.46,123184.06,Fiber,38.85,0,2,NO,89,Yes
432.0,CUST100431,Neha Verma,56,411.24,23141.97,Fiber,28.91,4,3,NO,110,Yes
433.0,CUST100432,Neha Reddy,64,699.0,44674.08,Cellular,45.87,7,3,No,56,No
434.0,CUST100433,Anjali Joshi,45,2455.22,110343.82,Cellular,0.39,3,0, yes ,74,Yes
435.0,CUST100434,Vikas Singh,32,999.0,32151.17,DSL,26.48,9,4,Yes,45,Yes
436.0,CUST100435,Rohit Patil,37,399.0,14934.46,Cellular,38.04,9,4, yes ,94,Yes
437.0,CUST100436,Anjali Gupta,5,2499.0,12473.22,Cellular,10.46,0,0,Yes,111,No
438.0,CUST100437,Amit Sharma,49,999.0,49092.51,DSL,12.1,5,0,NO,15,No
439.0,CUST100438,Amit Singh,47,399.0,18715.67,DSL,47.65,8,3,NO,10,No
440.0,CUST100439,Pooja Yadav,17,399.0,6820.42,Fiber,3.65,5,1,No,25,Yes
441.0,CUST100440,Rohit Yadav,28,399.0,11335.16,Cellular,47.19,4,1,Yes,,No
442.0,CUST100441,Amit Reddy,12,699.0,8529.69,Cellular,38.65,3,0,No,42,No
443.0,CUST100442,Rohit Kumar,58,199.0,11726.07,Fiber,38.18,5,3, yes ,8,No
444.0,CUST100443,Amit Sharma,35,399.0,13907.81,Cellular,46.31,9,2,NO,84,Yes
445.0,CUST100444,Priya Sharma,65,699.0,45440.87,Fiber,40.41,5,4,No,26,Yes
446.0,CUST100445,Rahul Kumar,66,2499.0,165091.86,Cellular,0.02,3,0,NO,53,No
447.0,CUST100446,Priya Reddy,26,399.0,10555.94,Cellular,24.73,8,4,Yes,70,No
448.0,CUST100447,Rohit Patil,19,699.0,13382.71,Fiber,45.92,0,2,Yes,89,No
449.0,CUST100448,Amit Singh,17,999.0,17179.98,Cellular,19.32,4,2,Yes,81,No
450.0,CUST100449,Kiran Reddy,0,168.16,167.3,Cellular,5.09,9,2,No,74,No
451.0,CUST100450,Sneha Naik,4,699.0,2610.41,Cellular,8.76,1,4,NO,40,No
452.0,CUST100451,Vikas Yadav,,699.0,47619.66,Fiber,28.17,4,2,No,75,No
453.0,CUST100452,Amit Yadav,18,999.0,17839.53,Fiber,21.51,6,1,No,39,No
454.0,CUST100453,Priya Naik,3,1031.32,3249.51,Cellular,27.23,7,0, yes ,111,No
455.0,CUST100454,Rahul Singh,45,999.0,44837.83,Fiber,3.56,3,1,NO,14,No
456.0,CUST100455,Priya Gupta,0,689.94,124.35,DSL,41.79,3,1,No,92,No
457.0,CUST100456,Neha Patil,3,664.16,2142.83,Fiber,26.95,7,3, yes ,22,No
458.0,CUST100457,Priya Singh,52,199.0,10454.22,Cellular,0.0,8,3,Yes,53,No
459.0,CUST100458,Priya Singh,56,2546.31,142483.81,Fiber,15.21,3,2,No,50,Yes
460.0,CUST100459,Rohit Kumar,67,199.0,13519.74,DSL,11.21,3,0, yes ,68,No
461.0,CUST100460,Rahul Sharma,57,699.0,39764.17,Cellular,16.26,8,2,No,50,Yes
462.0,CUST100461,Rohit Reddy,46,,9276.68,Fiber,49.24,7,4,Yes,53,No
463.0,CUST100462,Sneha Sharma,15,956.85,14370.55,Cellular,35.47,1,0,No,80,No
464.0,CUST100463,Sneha Singh,9,397.19,3519.39,Cellular,47.46,8,2,No,20,No
465.0,CUST100464,Rohit Sharma,64,2499.0,160019.4,DSL,8.6,0,0,Yes,87,Yes
466.0,CUST100465,Neha Sharma,14,220.43,3070.71,Cellular,46.05,6,1,No,38,No
467.0,CUST100466,Rahul Kumar,56,976.41,54801.79,Cellular,9.76,5,3,Yes,51,Yes
468.0,CUST100467,Vikas Joshi,62,399.0,24843.89,DSL,33.55,6,0,Yes,80,No
469.0,CUST100468,Priya Patil,14,399.67,5550.27,DSL,45.33,0,2,Yes,42,No
470.0,CUST100469,Anjali Kumar,57,2499.0,142489.36,Fiber,42.16,6,3,Yes,87,No
471.0,CUST100470,Priya Gupta,5,399.0,2013.57,Cellular,48.35,2,4,NO,64,No
472.0,CUST100471,Anjali Yadav,,199.0,842.4,Cellular,48.08,2,2,No,75,Yes
473.0,CUST100472,Priya Naik,42,399.0,16904.12,Fiber,7.86,3,3,NO,22,No
474.0,CUST100473,Priya Joshi,  21 ,416.27,8860.34,Fiber,12.52,7,2,NO,113,No
475.0,CUST100474,Pooja Verma,50,199.0,9754.86,DSL,33.7,0,0,Yes,11,No
476.0,CUST100475,Kiran Kumar,4,999.0,3937.18,Cellular,31.06,0,4,Yes,56,No
477.0,CUST100476,Pooja Verma,68,655.84,44710.62,Fiber,14.29,8,2,Yes,85,No
478.0,CUST100477,Pooja Yadav,65,969.54,62972.68,Fiber,49.1,3,2,No,53,No
479.0,CUST100478,Anjali Reddy,19,699.0,13192.14,DSL,13.82,9,0,Yes,56,Yes
480.0,CUST100479,Priya Singh,61,699.0,42646.48,Cellular,8.97,5,1,Yes,68,No
481.0,CUST100480,Amit Patil,40,699.0,28055.15,Cellular,35.23,8,0,No,90,No
482.0,CUST100481,Neha Reddy,70,2499.0,174835.71,DSL,10.27,8,2,No,79,No
483.0,CUST100482,Sneha Naik,23,2499.0,57539.7,Cellular,48.43,6,2,NO,28,No
484.0,CUST100483,Anjali Reddy,19,100000,3232.7,Cellular,29.95,3,2,NO,110,No
485.0,CUST100484,Neha Joshi,52,199.0,10154.04,Cellular,48.25,9,0,Yes,96,No
486.0,CUST100485,Rahul Patil,69,699.0,48156.16,Cellular,13.55,1,4,No,67,No
487.0,CUST100486,Kiran Sharma,25,2493.91,62392.65,Fiber,10.65,2,4, yes ,119,No
488.0,CUST100487,Sneha Patil,29,199.0,5843.04,DSL,20.41,0,4,No,67,No
489.0,CUST100488,Neha Verma,8,194.03,1735.27,Fiber,19.95,9,0,No,73,Yes
490.0,CUST100489,Kiran Sharma,53,2499.0,132377.82,Cellular,44.5,4,0, yes ,27,No
491.0,CUST100490,Anjali Naik,3,999.0,2970.76,Cellular,36.17,9,2, yes ,119,Yes
492.0,CUST100491,Priya Singh,42,2512.77,105433.15,Cellular,35.7,7,0,NO,116,No
493.0,CUST100492,Kiran Yadav,51,2499.0,127254.5,DSL,12.42,8,4,No,42,Yes
494.0,CUST100493,Kiran Sharma,39,2484.49,96865.02,Fiber,10.77,0,2,NO,15,Yes
495.0,CUST100494,Amit Naik,47,999.0,46886.21,Fiber,44.25,2,3,No,58,No
496.0,CUST100495,Vikas Verma,45,2499.0,112413.98,Cellular,25.68,6,2,No,109,No
497.0,CUST100496,Pooja Gupta,5,1028.97,5078.29,Cellular,43.26,0,4,Yes,8,Yes
498.0,CUST100497,Vikas Joshi,58,2499.0,144923.74,DSL,31.51,5,1,NO,39,No
499.0,CUST100498,Rahul Patil,36,2499.0,90077.59,Cellular,20.97,5,2,Yes,57,Yes
500.0,CUST100499,Sneha Sharma,3,708.02,2087.11,Cellular,23.48,7,3,Yes,91,Yes
501.0,CUST100500,Kiran Sharma,54,2499.0,135031.18,Cellular,0.57,8,0, yes ,101,Yes
502.0,CUST100501,Anjali Naik,28,399.0,11000.2,  Cellular ,9.28,4,1,Yes,70,No
503.0,CUST100502,Kiran Kumar,46,699.0,32228.05,Cellular,5.52,4,0,No,67,No
504.0,CUST100503,Rahul Reddy,26,1000.5,26027.22,Cellular,17.84,9,3,No,87,No
505.0,CUST100504,Neha Naik,54,670.61,36336.67,Cellular,39.32,9,0,Yes,105,Yes
506.0,CUST100505,Rahul Verma,60,399.0,23897.09,Cellular,27.67,2,0,No,117,No
507.0,CUST100506,Rahul Singh,66,990.45,65175.0,Cellular,14.8,4,4,NO,31,No
508.0,CUST100507,Priya Reddy,22,199.0,4349.84,Cellular,37.03,4,1,No,100,No
509.0,CUST100508,Sneha Naik,17,2499.0,42401.71,Fiber,27.07,0,2,No,31,No
510.0,CUST100509,Neha Patil,9,399.0,3644.86,DSL,29.11,1,0,NO,105,No
511.0,CUST100510,Priya Kumar,38,199.0,7385.09,Cellular,19.55,2,3,Yes,23,No
512.0,CUST100511,Pooja Kumar,8,2499.0,19958.31,Cellular,21.45,2,2,No,73,No
513.0,CUST100512,Vikas Verma,64,369.37,23570.7,Cellular,27.33,0,1, yes ,92,No
514.0,CUST100513,Neha Joshi,47,199.0,9395.26,Cellular,5.86,6,1, yes ,16,Yes
515.0,CUST100514,Pooja Verma,68,199.0,13637.92,Cellular,33.94,9,  0 ,NO,102,No
516.0,CUST100515,Neha Reddy,61,199.0,12256.1,Cellular,3.45,2,4,Yes,116,Yes
,CUST100516,Sneha Joshi,25,2499.0,62376.31,DSL,0.5,8,0, yes ,92,No
518.0,CUST100517,Rahul Singh,40,697.51,27833.85,Cellular,39.58,  2 ,2, yes ,65,No
519.0,CUST100518,Neha Reddy,14,2495.63,34769.1,DSL,19.39,7,1,No,50,No
520.0,CUST100519,Kiran Patil,65,699.0,45261.79,Fiber,43.87,8,3,No,78,Yes
521.0,CUST100520,Anjali Sharma,56,447.17,25021.71,Cellular,25.67,5,3,No,63,No
522.0,CUST100521,Rohit Gupta,66,999.0,65822.04,Fiber,17.53,7,2,Yes,54,No
523.0,CUST100522,Rohit Naik,59,999.0,59030.1,Cellular,32.84,1,0,Yes,8,Yes
524.0,CUST100523,Kiran Gupta,60,399.0,23781.47,Cellular,2.43,3,0,No,57,No
525.0,CUST100524,Sneha Yadav,44,2499.0,109896.08,Cellular,33.87,3,0, yes ,98,No
526.0,CUST100525,Rohit Reddy,63,2499.0,157522.29,Fiber,19.33,8,3,NO,5,No
527.0,CUST100526,Priya Patil,16,199.0,3087.29,DSL,30.27,4,1, yes ,35,No
528.0,CUST100527,Kiran Gupta,61,199.0,12001.59,Fiber,23.7,5,2,Yes,56,Yes
529.0,CUST100528,Kiran Gupta,58,399.0,23286.61,DSL,43.43,9,3,Yes,10,Yes
530.0,CUST100529,Rahul Patil,1,199.0,52.46,Cellular,22.19,6,1, yes ,61,No
531.0,CUST100530,Sneha Reddy,61,2499.0,152515.94,Cellular,13.2,5,2,NO,93,Yes
532.0,CUST100531,Rahul Yadav,44,2499.0,110086.37,Cellular,23.16,3,1, yes ,102,No
533.0,CUST100532,Sneha Yadav,3,699.0,2081.61,Cellular,49.17,7,3,NO,100,No
534.0,CUST100533,Rohit Joshi,32,699.0,22340.94,Fiber,1.56,5,4, yes ,20,No
535.0,CUST100534,Neha Naik,4,212.0,991.25,DSL,39.19,8,2,No,119,No
536.0,CUST100535,Neha Gupta,28,692.64,19460.63,DSL,4.72,7,2,NO,96,No
537.0,CUST100536,Neha Gupta,37,699.0,25700.97,DSL,49.94,9,2,Yes,108,No
538.0,CUST100537,Rahul Naik,14,379.4,5238.84,Cellular,48.06,4,2, yes ,53,No
539.0,CUST100538,Rahul Reddy,47,2499.0,117377.88,Cellular,0.79,7,1,NO,48,No
540.0,CUST100539,Rohit Singh,31,162.26,5034.71,Fiber,0.27,2,4,Yes,84,No
541.0,CUST100540,Pooja Patil,24,2455.93,58997.65,Cellular,36.65,1,1,NO,60,No
542.0,CUST100541,Rahul Verma,19,699.0,13308.79,DSL,43.42,1,3,NO,68,No
543.0,CUST100542,Rohit Yadav,4,199.0,994.25,Cellular,49.06,3,0, yes ,41,No
544.0,CUST100543,Priya Patil,24,699.0,16777.6,Cellular,47.46,1,2, yes ,54,No
545.0,CUST100544,Rahul Sharma,20,212.16,4064.96,Cellular,32.21,8,0,No,53,Yes
546.0,CUST100545,Pooja Sharma,64,2499.0,159990.38,DSL,29.97,7,3,Yes,21,No
547.0,CUST100546,Amit Verma,46,2499.0,114935.16,Cellular,47.44,1,3,No,49,No
548.0,CUST100547,Anjali Reddy,58,699.0,40621.86,DSL,41.91,5,3,Yes,93,No
549.0,CUST100548,Sneha Kumar,27,399.0,10768.4,Cellular,20.09,1,4,Yes,48,Yes
550.0,CUST100549,Amit Gupta,35,356.86,12586.33,Fiber,4.75,5,3, yes ,7,Yes
551.0,CUST100550,Kiran Kumar,29,699.0,20437.27,DSL,30.82,6,2,Yes,6,No
552.0,CUST100551,Sneha Patil,58,699.0,40696.44,Cellular,9.83,4,0, yes ,34,Yes
553.0,CUST100552,Amit Patil,36,399.0,14522.95,Cellular,31.13,6,0,No,7,No
