Subscriber_ID,Name,Age,Gender,Subscription_Type,Subscription_Tenure_Months,Monthly_Subscription_Fee,Usage_Hours_Per_Week,Days_Since_Last_Login,Payment_Failure_Count,Customer_Support_Tickets,Customer_Satisfaction_Score,Device_Type,City,Churn_Status
SUB100233,Kimaya Gaba,-5.0,Female,Family,12,2207.0,17.1,19,3,14,6.0,Mobile,Nagpur,0
SUB100234,Divit Swamy,57.0,Male,Family,31,2340.0,0.9,155,3,10,1.0,Smart TV,Mumbai,0
SUB100235,Neysa Wable,33.0,Female,Premium,38,2286.0,0.6,13,4,3,3.0,Smart TV,Nagpur,1
SUB100236,Anya Bala,57.0,Female,Family,7,2382.0,8.2,15,7,7,6.0,Smart TV,Mumbai,0
SUB100237,Mishti Dutt,29.0,Male,Family,51,505.0,35.7,129,1,9,1.0,Laptop,Bangalore,0
SUB100238,Tara Sen,32.0,Female,Premium,10,659.0,32.4,109,4,1,2.0,Tablet,Kolkata,1
SUB100239,Aaryahi Iyengar,40.0,Female,Family,52,1170.0,13.0,138,5,13,,Tablet,Chennai,1
SUB100240,Saksham Raju,32.0,Male,Basic,67,2473.0,31.8,41,6,4,7.0,Laptop,Nagpur,0
SUB100241,12345,,Male,Basic,40,1565.0,2.0,33,4,2,1.0,Mobile,Ahmedabad,1
SUB100242,Madhup Sangha,27.0,Female,Family,4,645.0,3.5,84,4,12,7.0,Laptop,Nagpur,1
SUB100243,Kartik Choudhury,53.0,Female,Basic,63,584.0,22.3,155,3,9,7.0,Laptop,Jaipur,0
SUB100244,Tiya Dash,37.0,Female,Premium,31,2431.0,35.9,127,6,13,6.0,Smart TV,Chennai,1
SUB100245,Kabir Bawa,64.0,Male,Family,30,1040.0,18.5,165,0,1,10.0,Tablet,Hyderabad,1
SUB100246,Abram Choudhary,58.0,Female,Premium,54,2172.0,11.0,28,0,0,2.0,Tablet,Kolkata,0
SUB100247,Prisha Badami,48.0,Female,Family,62,668.0,24.3,49,2,6,1.0,Laptop,Nagpur,1
SUB100248,Devansh Viswanathan,52.0,Female,Premium,7,1196.0,42.4,134,7,5,5.0,Laptop,Bangalore,1
SUB100249,Neysa Varma,43.0,Female,Premium,47,251.0,11.1,131,5,10,6.0,Tablet,Mumbai,0
SUB100250,Rhea Zacharia,30.0,Female,Standard,16,1702.0,42.0,23,3,2,6.0,Smart TV,Jaipur,0
SUB100251,Jivin Chandran,47.0,Male,Family,43,754.0,36.7,133,4,11,7.0,Tablet,Hyderabad,1
SUB100252,Tiya Master,39.0,Female,Family,40,1412.0,33.6,17,2,12,2.0,Mobile,Mumbai,1
SUB100253,Krish Dua,35.0,Female,Standard,42,1390.0,23.0,69,3,9,5.0,Mobile,Hyderabad,1
SUB100254,Ahana  Suresh,26.0,Male,Premium,20,1436.0,31.0,20,2,4,8.0,Laptop,Bangalore,0
SUB100255,Darshit Kapoor,33.0,Female,Premium,43,,16.6,98,1,8,7.0,Mobile,Chennai,1
SUB100256,Riaan Dhillon,66.0,Male,Premium,60,529.0,20.0,96,6,0,7.0,Laptop,Chennai,0
SUB100257,Kaira Edwin,43.0,Male,Standard,49,93639.0,9.3,27,3,1,8.0,Tablet,Jaipur,0
SUB100258,Anahita Bobal,37.0,Male,Standard,5,1620.0,4.0,82,4,1,6.0,Mobile,Jaipur,0
SUB100259,Urvi Lall,54.0,Male,Standard,8,244.0,9.2,138,1,10,2.0,Mobile,Bangalore,1
SUB100260,Abram Badal,45.0,Female,Family,28,643.0,10.6,59,7,14,5.0,Tablet,Ahmedabad,0
SUB100261,Anika Bera,31.0,Male,Premium,58,1735.0,4.7,127,4,6,10.0,Mobile,Ahmedabad,0
SUB100262,Nayantara Atwal,,Female,Basic,11,1924.0,34.8,103,6,1,6.0,Mobile,Mumbai,0
SUB100263,Sahil Dugar,63.0,Female,Family,31,2405.0,14.8,87,1,6,4.0,Mobile,Bangalore,0
SUB100264,Akarsh Gokhale,63.0,Male,Basic,70,1481.0,20.1,103,5,2,9.0,Tablet,Ahmedabad,0
SUB100265,N/A,32.0,Female,Standard,40,581.0,2.9,173,2,7,,Mobile,Bangalore,1
SUB100266,Alia Acharya,68.0,Male,Standard,39,1936.0,26.1,123,2,12,1.0,Mobile,Jaipur,1
SUB100267,Seher Venkataraman,44.0,Female,Premium,70,904.0,18.2,134,3,8,5.0,Mobile,Kolkata,1
SUB100268,Manikya Maharaj,69.0,Male,Premium,56,2199.0,39.2,133,3,6,5.0,Laptop,Bangalore,0
SUB100269,Jayan Kamdar,27.0,Female,Premium,50,1267.0,43.4,63,0,8,2.0,Tablet,Jaipur,0
SUB100270,Vanya Golla,68.0,Male,Basic,45,118.0,36.7,139,5,9,5.0,Laptop,Hyderabad,0
SUB100271,Ayesha Kapadia,40.0,Female,Family,42,1692.0,11.7,79,4,11,10.0,Mobile,Hyderabad,0
SUB100272,Reyansh Verma,47.0,Male,Standard,5,684.0,21.3,133,4,2,2.0,Laptop,Delhi,1
SUB100273,Nayantara Kakar,65.0,Male,Family,18,501.0,2.3,86,6,4,8.0,Tablet,Bangalore,0
SUB100274,Saira Vyas,49.0,Female,Family,58,388.0,31.8,96,7,5,2.0,Mobile,Jaipur,1
SUB100275,Emir Bora,45.0,Female,Family,32,1912.0,38.3,148,1,0,6.0,Smart TV,Mumbai,0
SUB100276,Lakshay Bhatt,27.0,Male,Basic,54,1216.0,43.0,170,5,8,3.0,Smart TV,Delhi,1
SUB100277,Charvi Ramachandran,59.0,Male,Standard,22,1792.0,44.3,129,0,10,7.0,Mobile,Hyderabad,0
SUB100278,Saksham Thaker,19.0,Female,Family,1,2335.0,3.0,171,1,13,2.0,Smart TV,Chennai,1
SUB100279,Baiju Iyengar,19.0,Male,Premium,53,615.0,7.6,1,5,10,10.0,Mobile,Chennai,1
SUB100280,Anya Bhandari,24.0,Male,Premium,56,1709.0,44.8,7,1,0,6.0,Tablet,Chennai,0
SUB100281,Veer Gupta,24.0,Female,Standard,44,1881.0,22.6,85,4,11,1.0,Laptop,Nagpur,1
SUB100282,Hunar Upadhyay,27.0,Female,Standard,64,1744.0,23.9,39,2,12,7.0,Laptop,Ahmedabad,0
SUB100283,Mannat Sathe,22.0,Female,Premium,29,1017.0,,166,0,1,1.0,Tablet,Nagpur,0
SUB100284,Raunak Kata,60.0,Male,Standard,11,525.0,25.0,110,3,11,4.0,Smart TV,Nagpur,1
SUB100285,Tanya Singhal,39.0,Male,Family,26,2147.0,29.6,153,7,0,9.0,Tablet,Jaipur,0
SUB100286,Sahil Karpe,30.0,Male,Family,45,404.0,1.5,111,4,13,3.0,Laptop,Kolkata,1
SUB100287,Ehsaan Brahmbhatt,55.0,Female,Premium,10,1153.0,17.3,154,6,8,10.0,Smart TV,Chennai,0
SUB100288,Jayant Lad,25.0,Female,Premium,30,1843.0,16.0,105,3,7,8.0,Smart TV,Hyderabad,1
SUB100289,Purab Deshpande,67.0,Female,Premium,8,1997.0,3.2,117,6,13,7.0,Smart TV,Kolkata,1
SUB100290,Siya Chana,34.0,Male,Basic,47,204.0,41.0,149,6,7,5.0,Tablet,Jaipur,0
SUB100291,Rania Borde,28.0,Male,Premium,34,382.0,38.3,141,5,10,,Laptop,Jaipur,1
SUB100292,Anahita Sethi,61.0,Female,Premium,23,986.0,4.5,149,6,13,,Smart TV,Chennai,1
SUB100293,Lakshay Bali,43.0,Male,Family,38,573.0,17.4,75,4,11,6.0,Smart TV,Chennai,0
SUB100294,Keya Ravel,48.0,Female,Family,6,731.0,24.9,14,6,10,6.0,Laptop,Mumbai,1
SUB100295,Manikya Sarma,67.0,Male,Family,33,735.0,26.7,105,4,0,9.0,Tablet,Bangalore,1
SUB100296,Vritika Korpal,57.0,Male,Basic,47,2297.0,28.1,52,2,1,4.0,Mobile,Mumbai,1
SUB100297,Arhaan Dubey,64.0,Male,Premium,31,1431.0,32.1,48,2,11,6.0,Mobile,Kolkata,0
SUB100298,Zeeshan Sarkar,,Female,Family,28,1781.0,,136,0,9,7.0,Laptop,Kolkata,0
SUB100299,Taimur Chand,50.0,Male,Standard,29,862.0,16.2,118,4,1,3.0,Smart TV,Bangalore,1
SUB100300,Pranay Gola,23.0,Female,Family,53,2265.0,3.7,4,0,13,2.0,Laptop,Ahmedabad,0
SUB100301,Kabir Kakar,,Female,Premium,47,254.0,6.5,64,2,4,8.0,Tablet,Hyderabad,0
SUB100302,Rohan Bir,27.0,Male,Basic,56,2498.0,14.5,83,7,10,3.0,Smart TV,Bangalore,1
SUB100303,Mohanlal Sani,45.0,Female,Family,28,2349.0,,30,3,13,1.0,Laptop,Kolkata,1
SUB100304,Kashvi Cherian,68.0,Female,Premium,70,1285.0,17.9,50,7,0,3.0,Laptop,Hyderabad,1
SUB100305,Alia Sarin,69.0,Male,Family,30,1340.0,12.1,175,1,7,9.0,Smart TV,Nagpur,1
SUB100306,Manjari Setty,18.0,Other,Basic,64,214.0,22.6,79,6,12,7.0,Tablet,Nagpur,1
SUB100307,Baiju Bains,64.0,Male,Standard,35,603.0,8.0,142,5,3,2.0,Mobile,Nagpur,1
SUB100308,Rania Ramesh,50.0,Female,Premium,38,2462.0,,165,7,7,2.0,Mobile,Nagpur,1
SUB100309,Vihaan Bath,37.0,male ,Standard,52,2141.0,37.9,170,2,11,7.0,Mobile,Hyderabad,0
SUB100310,Rhea Viswanathan,58.0,Male,Family,22,535.0,41.7,71,4,10,8.0,Laptop,Chennai,0
SUB100311,Yuvaan Bedi,42.0,Other,Family,35,633.0,24.6,132,0,10,6.0,Smart TV,Pune,0
SUB100312,Jayant Gour,52.0,Female,Premium,36,1813.0,35.3,169,7,3,1.0,Smart TV,Pune,1
SUB100313,Zoya Venkatesh,22.0,Female,Family,51,766.0,18.7,141,7,4,6.0,Laptop,Kolkata,1
SUB100314,Kabir Shah,45.0,Male,Premium,39,351.0,9.1,66,6,11,9.0,Smart TV,Nagpur,1
SUB100315,Zain Joshi,31.0,Female,Standard,10,1412.0,19.0,159,1,4,2.0,Laptop,Hyderabad,1
SUB100316,Hridaan Dugar,63.0,Female,Family,33,806.0,44.6,174,2,0,4.0,Mobile,Jaipur,1
SUB100317,Adah Sangha,64.0,Male,Family,4,1166.0,0.8,50,7,12,4.0,Mobile,Pune,1
SUB100318,Kimaya Kunda,40.0,Other,Premium,10,2436.0,14.1,85,2,1,5.0,Laptop,Jaipur,1
SUB100319,Pranay Saha,,Male,Premium,23,1220.0,25.3,133,1,2,7.0,Tablet,Chennai,0
SUB100320,Fateh Garg,35.0,Female,Basic,12,2042.0,43.7,72,6,12,10.0,Mobile,Mumbai,0
SUB100321,Kimaya Goyal,63.0,Male,Premium,58,831.0,42.2,30,5,10,8.0,Smart TV,Hyderabad,0
SUB100322,Biju Balay,61.0,Male,Basic,2,2368.0,12.5,65,5,11,7.0,Tablet,Bangalore,0
SUB100323,Kartik Guha,20.0,Male,Standard,49,2133.0,23.3,53,6,11,2.0,Tablet,Ahmedabad,1
SUB100324,Nakul Lad,,Female,Premium,52,2218.0,29.6,171,6,7,5.0,Tablet,Bangalore,0
SUB100325,Rohan Randhawa,,Female,Basic,6,,31.3,85,5,13,5.0,Smart TV,Delhi,1
SUB100326,Baiju Kapadia,28.0,Female,Family,36,1118.0,,86,1,4,1.0,Laptop,Kolkata,1
SUB100327,Hridaan Toor,140.0,Female,Basic,65,2383.0,18.0,124,4,9,2.0,Laptop,Pune,1
SUB100328,Gokul Dewan,47.0,Female,Premium,53,929.0,44.8,156,0,13,10.0,Tablet,Jaipur,0
SUB100329,Madhav Dyal,,Male,Family,2,938.0,41.9,105,2,13,6.0,Tablet,Pune,1
SUB100330,Jayant Sharaf,56.0,Female,Family,7,172.0,21.7,162,2,7,1.0,Laptop,Ahmedabad,0
SUB100331,Hrishita Rama,18.0,Male,Family,52,1988.0,42.6,145,7,9,1.0,Tablet,Mumbai,1
SUB100332,Gokul Jaggi,45.0,Male,Standard,60,562.0,23.2,39,5,11,6.0,Laptop,Chennai,0
SUB100333,Samar Shere,39.0,Female,Standard,51,804.0,,15,1,2,8.0,Smart TV,Mumbai,0
SUB100334,Dhanush Din,60.0,Male,Family,54,458.0,17.3,167,3,10,5.0,Smart TV,Kolkata,0
SUB100335,Bhavin Jha,59.0,Male,Basic,70,2411.0,39.1,92,3,2,9.0,Smart TV,Bangalore,0
SUB100336,Shayak Karpe,35.0,unknown,Basic,25,2414.0,17.1,49,3,14,3.0,Mobile,Ahmedabad,0
SUB100337,Dhruv Bajaj,64.0,Female,Standard,41,429.0,28.9,81,0,1,9.0,Mobile,Delhi,0
SUB100338,Shalv Rao,64.0,Male,Premium,30,1268.0,36.3,20,5,13,7.0,Mobile,Nagpur,0
SUB100339,Vedika Rajagopalan,140.0,Female,Premium,51,458.0,7.2,129,5,10,3.0,Smart TV,Ahmedabad,1
SUB100340,Sahil Mannan,60.0,Female,Basic,50,1841.0,27.4,175,6,14,,Laptop,Nagpur,0
SUB100341,Lakshit Shan,,unknown,Standard,18,171.0,16.5,65,7,8,5.0,Tablet,Pune,0
SUB100342,Shaan Comar,37.0,Male,Premium,1,,4.2,72,7,1,7.0,Laptop,Bangalore,1
SUB100343,Aarush Din,42.0,Other,Basic,3,1433.0,20.2,10,0,11,8.0,Smart TV,Ahmedabad,0
SUB100344,Vidur Johal,44.0,Male,Premium,50,2078.0,19.9,122,6,10,9.0,Laptop,Mumbai,1
SUB100345,Ivan Chauhan,57.0,Female,Standard,18,2435.0,33.7,146,6,11,1.0,Tablet,Jaipur,1
SUB100346,Anahita Bir,60.0,Male,Premium,3,689.0,37.6,57,5,12,5.0,Smart TV,Ahmedabad,1
SUB100347,Bhavin Sani,19.0,Male,Family,8,2377.0,6.3,104,2,3,9.0,Mobile,Jaipur,0
SUB100348,Yuvraj  Vohra,40.0,Female,Family,51,1310.0,10.7,6,4,10,9.0,Laptop,Hyderabad,0
SUB100349,Riaan Kohli,47.0,Female,Standard,35,2043.0,40.8,124,4,10,7.0,Tablet,Kolkata,1
SUB100350,Indrans Varty,19.0,Female,Standard,60,2140.0,27.9,124,7,10,2.0,Mobile,Bangalore,0
SUB100351,Lakshit Toor,42.0,Male,Basic,59,1221.0,5.1,103,2,2,,Mobile,Nagpur,0
SUB100352,Rati Sahota,27.0,Male,Family,21,611.0,29.1,127,3,12,8.0,Mobile,Nagpur,1
SUB100353,Shayak Boase,24.0,Male,Premium,21,1897.0,8.3,91,2,10,6.0,Mobile,Ahmedabad,0
SUB100354,Aaina Sanghvi,47.0,Male,Family,27,2134.0,41.4,22,0,1,3.0,Tablet,Kolkata,1
SUB100355,Rohan Sheth,,Male,Premium,7,2111.0,41.0,3,3,8,3.0,Laptop,Pune,0
SUB100356,Alia Sahni,45.0,Male,Family,21,2488.0,34.1,145,4,8,10.0,Tablet,Nagpur,0
SUB100357,Tejas Dhar,-5.0,Male,Family,14,2032.0,18.2,122,4,10,10.0,Tablet,Nagpur,0
SUB100358,Alia Agarwal,39.0,Female,Premium,33,107.0,8.8,155,1,8,6.0,Smart TV,Hyderabad,0
SUB100359,Samarth Dar,200.0,Female,Premium,3,1761.0,16.2,99,1,10,3.0,Smart TV,Nagpur,0
SUB100360,Jhanvi Khare,48.0,Female,Standard,5,1910.0,24.8,152,1,8,7.0,Mobile,Bangalore,0
SUB100361,Ivan Chandra,23.0,Male,Basic,36,60710.0,44.2,24,1,6,4.0,Laptop,Pune,0
SUB100362,Indrans Chhabra,44.0,Female,Basic,38,157.0,36.6,2,1,13,9.0,Tablet,Kolkata,0
SUB100363,Raunak Ram,43.0,Male,Standard,68,1245.0,1.8,133,7,4,9.0,Smart TV,Jaipur,1
SUB100364,Aaryahi Vala,55.0,Male,Basic,69,1576.0,29.1,71,4,10,4.0,Smart TV,Pune,1
SUB100365,Vaibhav Kibe,28.0,Female,Premium,71,1563.0,19.4,169,1,7,4.0,Tablet,Bangalore,1
SUB100366,Vidur Sarin,55.0,unknown,Basic,19,1677.0,21.1,177,2,3,3.0,Smart TV,Hyderabad,0
SUB100367,Yuvaan Sastry,51.0,Male,Basic,26,34814.0,44.8,112,2,6,1.0,Tablet,Bangalore,0
SUB100368,Khushi Cheema,53.0,Male,Family,41,216.0,13.8,148,7,5,,Smart TV,Hyderabad,1
SUB100369,Krish Guha,41.0,Female,Family,37,1319.0,8.1,166,4,11,8.0,Tablet,Delhi,1
SUB100370,Veer Varma,18.0,Male,Standard,52,2142.0,0.2,48,4,11,1.0,Mobile,Ahmedabad,1
SUB100371,Baiju Dua,34.0,Male,Standard,15,1611.0,,107,4,7,8.0,Laptop,Jaipur,0
SUB100372,Madhav Bora,61.0,Male,Premium,51,1656.0,27.2,125,1,5,7.0,Laptop,Pune,0
SUB100373,Ojas Kale,69.0,Male,Standard,35,2064.0,0.9,139,5,14,4.0,Tablet,Jaipur,0
SUB100374,Shalv Hegde,50.0,Female,Standard,3,,6.0,3,3,7,3.0,Tablet,Ahmedabad,1
SUB100375,Tiya Bava,62.0,Male,Family,17,1374.0,11.6,91,7,8,5.0,Laptop,Delhi,0
SUB100376,Vedika Bhakta,52.0,Female,Premium,64,779.0,29.2,98,1,14,3.0,Mobile,Hyderabad,1
SUB100377,Aniruddh Saraf,29.0,Male,Premium,60,636.0,31.8,44,1,0,3.0,Tablet,Mumbai,0
SUB100378,Lavanya Basu,38.0,Female,Standard,66,1998.0,20.1,9,5,9,,Mobile,Chennai,1
SUB100379,Reyansh Bala,35.0,Female,Premium,45,2238.0,7.1,132,0,12,8.0,Smart TV,Pune,0
SUB100380,Diya Khanna,28.0,Male,Family,8,1899.0,26.6,177,4,6,5.0,Mobile,Delhi,1
SUB100381,Tara Krishna,39.0,Female,Family,57,25990.0,23.6,176,3,0,,Mobile,Ahmedabad,0
SUB100382,Aarav Date,34.0,Male,Family,49,1166.0,10.3,10,3,4,2.0,Tablet,Pune,1
SUB100383,Taran Desai,23.0,Female,Premium,4,691.0,16.8,94,2,10,3.0,Smart TV,Nagpur,1
SUB100384,Miraya Virk,18.0,Male,Standard,26,1777.0,,71,3,8,1.0,Laptop,Bangalore,1
SUB100385,Eva Devi,28.0,Female,Family,67,1139.0,28.7,132,4,13,4.0,Laptop,Bangalore,1
SUB100386,Jiya Kannan,61.0,Other,Standard,16,1380.0,28.3,58,3,12,1.0,Smart TV,Hyderabad,0
SUB100387,Divyansh Dass,30.0,Male,Basic,47,715.0,44.4,144,0,7,9.0,Mobile,Kolkata,1
SUB100388,Pari Chaudhry,49.0,Male,Family,38,1598.0,37.3,82,2,10,10.0,Laptop,Hyderabad,1
SUB100389,Abram Agarwal,26.0,Male,Premium,5,1450.0,18.5,166,0,14,9.0,Smart TV,Kolkata,0
SUB100390,Mamooty Suri,41.0,Female,Standard,39,2110.0,28.6,162,0,2,5.0,Tablet,Hyderabad,0
SUB100391,Arnav Khalsa,18.0,Female,Basic,12,2481.0,42.3,30,7,12,7.0,Laptop,Jaipur,0
SUB100392,Rohan Bhagat,62.0,Male,Basic,23,1690.0,21.5,155,2,14,1.0,Mobile,Mumbai,1
SUB100393,Bhamini Gour,21.0,Male,Basic,12,205.0,29.0,10,1,14,4.0,Smart TV,Kolkata,0
SUB100394,Devansh Verma,40.0,Male,Family,8,1732.0,2.8,33,1,1,8.0,Smart TV,Jaipur,1
SUB100395,Raunak Dugar,46.0,Female,Standard,30,2013.0,26.5,102,2,0,7.0,Mobile,Delhi,0
SUB100396,Kartik Lala,24.0,Male,Basic,33,606.0,1.1,88,2,13,8.0,Smart TV,Kolkata,1
SUB100397,Faiyaz Jhaveri,54.0,Other,Standard,65,,35.9,138,5,4,6.0,Laptop,Nagpur,1
SUB100398,Misha Bail,31.0,Male,Premium,8,2099.0,25.3,51,3,0,6.0,Mobile,Kolkata,0
SUB100399,Ivana Shah,58.0,Male,Family,41,2405.0,4.0,113,4,11,7.0,Laptop,Bangalore,0
SUB100400,Romil Gandhi,42.0,Male,Basic,21,1721.0,39.0,109,2,11,1.0,Laptop,Jaipur,0
SUB100401,Alia Wable,53.0,Male,Premium,38,1073.0,37.5,153,1,1,3.0,Laptop,Pune,0
SUB100402,Madhup Ram,67.0,Male,Basic,71,56649.0,36.2,95,7,4,8.0,Mobile,Chennai,1
SUB100403,Akarsh Sankar,31.0,Male,Premium,33,1388.0,24.4,75,7,10,3.0,Tablet,Bangalore,1
SUB100404,Azad Chadha,21.0,Female,Family,70,670.0,7.8,169,6,14,7.0,Mobile,Pune,1
SUB100405,Uthkarsh Apte,,Male,Family,24,401.0,0.3,5,2,9,5.0,Tablet,Nagpur,0
SUB100406,Nakul Raja,57.0,Male,Standard,28,1020.0,3.3,97,3,7,5.0,Laptop,Delhi,1
SUB100407,Tanya Agrawal,41.0,Male,Standard,52,1107.0,10.6,71,6,4,8.0,Tablet,Delhi,0
SUB100408,Nitya Kumer,68.0,Female,Premium,67,2424.0,1.0,112,4,14,8.0,Mobile,Kolkata,1
SUB100409,Ishaan Handa,59.0,Male,Premium,58,,0.5,97,4,3,9.0,Smart TV,Kolkata,0
SUB100410,Diya Bhalla,64.0,Male,Standard,37,1486.0,25.0,161,6,1,8.0,Tablet,Nagpur,0
SUB100411,Oorja Bobal,43.0,??,Family,34,853.0,,151,2,12,7.0,Mobile,Jaipur,1
SUB100412,Indrajit Bhardwaj,22.0,Female,Standard,70,2493.0,39.0,8,7,2,2.0,Laptop,Bangalore,1
SUB100413,Hazel Chadha,49.0,Female,Family,71,2398.0,12.1,102,5,2,5.0,Tablet,Chennai,1
SUB100414,Hazel Mani,60.0,Male,Standard,67,1925.0,25.6,29,0,11,,Mobile,Nagpur,0
SUB100415,Madhup Ray,60.0,Female,Basic,27,1792.0,43.4,164,2,1,5.0,Mobile,Chennai,1
SUB100416,Khushi Chahal,30.0,Male,Family,13,1431.0,12.1,10,4,6,1.0,Tablet,Delhi,0
SUB100417,Samiha Bhandari,49.0,Female,Family,50,1922.0,42.4,55,1,6,10.0,Smart TV,Kolkata,1
SUB100418,Aarav Dhar,66.0,Female,Standard,54,1765.0,38.4,64,5,3,3.0,Laptop,Bangalore,0
SUB100419,Divit Sibal,42.0,Female,Premium,63,2319.0,0.7,11,1,5,3.0,Tablet,Mumbai,0
SUB100420,Kimaya Date,54.0,Female,Standard,59,442.0,26.1,53,1,11,5.0,Smart TV,Mumbai,0
SUB100421,Anvi Sangha,30.0,Male,Standard,48,1303.0,29.5,120,2,1,1.0,Tablet,Bangalore,0
SUB100422,Dhanush Buch,42.0,Male,Basic,32,1479.0,36.1,94,2,10,,Laptop,Jaipur,0
SUB100423,Bhavin Ravel,31.0,Male,Basic,66,2166.0,36.3,101,1,8,3.0,Smart TV,Mumbai,0
SUB100424,Gatik Khosla,24.0,Female,Family,1,975.0,2.8,126,2,4,5.0,Mobile,Nagpur,0
SUB100425,Eshani Sundaram,36.0,Female,Standard,8,349.0,34.7,0,7,10,6.0,Mobile,Bangalore,0
SUB100426,Jayan Atwal,36.0,Male,Basic,36,1092.0,23.3,7,6,13,6.0,Tablet,Mumbai,0
SUB100427,Shanaya Yadav,58.0,Female,Family,43,2377.0,16.0,6,6,3,8.0,Tablet,Chennai,1
SUB100428,Vanya Bath,22.0,Male,Premium,26,2264.0,1.6,35,7,13,5.0,Mobile,Ahmedabad,0
SUB100429,Yashvi Rama,60.0,Female,Family,46,894.0,16.7,129,1,0,10.0,Smart TV,Delhi,0
SUB100430,Aaryahi Kale,48.0,Female,Basic,59,2417.0,37.1,157,7,13,10.0,Mobile,Nagpur,0
SUB100431,Mamooty Kuruvilla,23.0,Male,Basic,58,1961.0,12.1,125,1,10,10.0,Laptop,Ahmedabad,0
SUB100432,Khushi Barman,53.0,Male,Premium,60,1870.0,42.1,153,0,10,9.0,Tablet,Bangalore,0
SUB100433,Kavya Sha,47.0,Female,Premium,62,635.0,38.1,19,1,5,5.0,Mobile,Nagpur,0
SUB100434,Misha Ramanathan,37.0,Female,Basic,21,312.0,,170,5,9,9.0,Tablet,Delhi,0
SUB100435,Keya Ravi,56.0,Male,Family,69,1682.0,38.9,35,0,9,8.0,Laptop,Ahmedabad,0
SUB100436,Adira Dass,42.0,Female,Premium,60,2110.0,12.7,63,3,13,4.0,Tablet,Delhi,1
SUB100437,Samarth Seshadri,53.0,Male,Basic,51,416.0,4.2,31,2,6,4.0,Mobile,Pune,0
SUB100438,Zoya Karpe,40.0,Female,Premium,32,1270.0,10.1,108,5,2,9.0,Laptop,Hyderabad,0
SUB100439,Hrishita Bhatnagar,63.0,Male,Premium,18,1571.0,2.1,84,2,14,5.0,Smart TV,Jaipur,1
SUB100440,Damini Varghese,30.0,Female,Standard,42,1827.0,34.8,101,6,3,6.0,Tablet,Jaipur,1
SUB100441,Aarush Swaminathan,29.0,unknown,Family,27,401.0,5.0,114,2,0,2.0,Mobile,Hyderabad,1
SUB100442,Lavanya Venkataraman,51.0,Male,Premium,60,357.0,38.3,161,7,4,9.0,Laptop,Delhi,1
SUB100443,Chirag Sekhon,28.0,Female,Family,24,391.0,23.0,65,7,6,1.0,Laptop,Delhi,0
SUB100444,Madhav Iyer,33.0,Male,Standard,64,373.0,39.8,64,5,9,3.0,Mobile,Ahmedabad,1
SUB100445,Tarini Sule,65.0,Male,Basic,6,435.0,31.0,17,1,8,2.0,Tablet,Nagpur,0
SUB100446,Indrajit Shankar,42.0,Male,Family,47,,4.9,13,0,0,,Tablet,Pune,0
SUB100447,Heer Bhatnagar,48.0,Male,Standard,69,377.0,14.2,42,6,9,9.0,Mobile,Jaipur,1
SUB100448,Keya Sahni,27.0,Male,Premium,51,2125.0,36.3,82,0,8,7.0,Tablet,Bangalore,0
SUB100449,Zoya Chana,59.0,Male,Standard,14,1612.0,6.4,160,0,10,2.0,Mobile,Bangalore,1
SUB100450,Aayush Apte,21.0,Female,Family,5,,41.1,171,7,6,5.0,Tablet,Jaipur,0
SUB100451,Oorja Handa,24.0,Other,Family,48,790.0,24.7,46,7,1,3.0,Laptop,Bangalore,1
SUB100452,Ranbir Mahajan,66.0,Male,Family,8,1929.0,,53,0,7,3.0,Smart TV,Hyderabad,0
SUB100453,Ela Das,26.0,Female,Premium,52,1290.0,14.3,154,1,10,8.0,Tablet,Kolkata,0
SUB100454,Renee Ray,44.0,Male,Basic,45,2251.0,17.5,104,5,2,6.0,Laptop,Bangalore,0
SUB100455,Ira Ravi,18.0,Female,Basic,69,,36.3,161,6,12,5.0,Laptop,Mumbai,1
SUB100456,Hunar Gala,56.0,Male,Family,27,2303.0,13.0,31,7,11,4.0,Laptop,Mumbai,1
SUB100457,Samaira Wadhwa,52.0,Female,Standard,28,2101.0,18.5,171,4,3,7.0,Laptop,Kolkata,0
SUB100458,Jiya Kothari,22.0,Male,Basic,8,1368.0,20.6,126,6,13,8.0,Mobile,Mumbai,0
SUB100459,###,34.0,Male,Family,9,28746.0,32.9,27,6,6,3.0,Laptop,Ahmedabad,1
SUB100460,Neelofar Kothari,67.0,Male,Premium,64,1983.0,37.3,61,0,7,10.0,Smart TV,Jaipur,1
SUB100461,Fateh Din,52.0,Female,Standard,3,,41.8,67,5,8,2.0,Tablet,Delhi,0
SUB100462,Siya Sathe,,Male,Family,16,838.0,31.5,152,3,2,10.0,Mobile,Hyderabad,1
SUB100463,Rasha Sani,39.0,Female,Basic,45,1365.0,29.7,164,7,10,3.0,Smart TV,Chennai,0
SUB100464,Tiya Wali,18.0,Female,Premium,33,577.0,8.3,8,7,7,3.0,Tablet,Nagpur,0
SUB100465,Tanya Khare,30.0,Female,Family,40,1097.0,7.5,156,7,7,8.0,Smart TV,Delhi,1
SUB100466,Azad Kade,25.0,Female,Premium,6,2213.0,16.9,155,1,0,6.0,Smart TV,Jaipur,0
SUB100467,Himmat Swamy,39.0,Female,Family,48,2254.0,43.3,64,1,1,2.0,Smart TV,Hyderabad,1
